news_id,all_entity_ids
N29524,"['Q5362424', 'Q230299']"
N2636,"['Q40128320', 'Q918224']"
N37092,[]
N48265,"['Q1454', 'Q578478', 'Q507943', 'Q7603662']"
N58548,[]
N16458,"['Q5731321', 'Q16947041', 'Q12182551', 'Q432327', 'Q7515969', 'Q7984743']"
N34511,"['Q5076629', 'Q1637790', 'Q100', 'Q887117']"
N44309,"['Q16875924', 'Q219602']"
N48057,"['Q184587', 'Q6837701', 'Q7628132', 'Q1924691', 'Q60', 'Q1214', 'Q705']"
N11329,"['Q16563', 'Q1509', 'Q917131', 'Q6815857']"
N20568,"['Q262386', 'Q153809', 'Q307456', 'Q190348', 'Q1286', 'Q40']"
N36226,['Q13479957']
N42241,"['Q6918632', 'Q627827']"
N13407,"['Q6837710', 'Q6837794']"
N29049,['Q13959']
N31266,['Q154828']
N10353,"['Q6952928', 'Q271805', 'Q1215884']"
N50384,"['Q5086', 'Q90']"
N42098,"['Q918', 'Q94689', 'Q49255', 'Q812']"
N57554,['Q5287']
N28342,[]
N53507,['Q378527']
N50238,"['Q1786678', 'Q1227']"
N32891,"['Q213205', 'Q918224', 'Q7860063', 'Q221878']"
N9284,"['Q315796', 'Q36812', 'Q152316']"
N39045,"['Q2470296', 'Q930154']"
N4906,"['Q1475645', 'Q3973433', 'Q320476', 'Q221626', 'Q20714885']"
N42184,"['Q161337', 'Q2125296']"
N33150,"['Q29552', 'Q350843', 'Q22686']"
N7364,"['Q40469', 'Q7358961', 'Q359', 'Q22686', 'Q360', 'Q6294', 'Q16146870', 'Q11268']"
N13971,"['Q48976908', 'Q2060485', 'Q1215884', 'Q223511', 'Q3693433']"
N10994,"['Q7456785', 'Q871265', 'Q4650566', 'Q3300167', 'Q3992490', 'Q4171772']"
N25338,"['Q963227', 'Q219526', 'Q5066308']"
N61429,"['Q14579300', 'Q272281', 'Q22686']"
N25275,"['Q913543', 'Q192152', 'Q108122']"
N23347,"['Q8055478', 'Q42462']"
N50492,"['Q2437271', 'Q1340186', 'Q5084512', 'Q56486914', 'Q16197417']"
N41605,"['Q33405', 'Q1612', 'Q40469']"
N32681,"['Q6840596', 'Q41819', 'Q154510', 'Q23197', 'Q6333352', 'Q16567', 'Q30', 'Q6106', 'Q19872249']"
N34467,['Q1784748']
N41023,['Q49255']
N45315,['Q371820']
N27672,"['Q35525', 'Q771']"
N8901,"['Q193753', 'Q192156', 'Q528145', 'Q16236795', 'Q272223', 'Q1215884']"
N21458,"['Q501163', 'Q491540', 'Q7423242']"
N22718,"['Q212', 'Q22686', 'Q15529972']"
N6610,"['Q16556', 'Q65', 'Q7567226', 'Q29644053', 'Q65039', 'Q169138', 'Q4761321']"
N706,"['Q1330910', 'Q1391']"
N19928,['Q1546']
N56711,"['Q30', 'Q29641579']"
N29306,['Q468557']
N46815,"['Q246782', 'Q1057736']"
N29223,"['Q7726978', 'Q53257', 'Q16563', 'Q1509', 'Q30']"
N7796,"['Q1922067', 'Q39259', 'Q22686', 'Q12223']"
N34376,"['Q41087', 'Q6081679']"
N59079,"['Q7687701', 'Q17232663']"
N18945,[]
N37088,"['Q18022139', 'Q193753', 'Q912370']"
N63421,"['Q3183', 'Q3130', 'Q84', 'Q408', 'Q32491']"
N6854,"['Q1370', 'Q693032', 'Q7287916', 'Q16731303', 'Q1391', 'Q4744346', 'Q179444']"
N31098,['Q27416']
N61222,"['Q5589682', 'Q2434360', 'Q729478']"
N41575,"['Q574192', 'Q773325']"
N13297,"['Q5906876', 'Q631186']"
N64113,[]
N36119,['Q7687701']
N12730,['Q7495255']
N40124,"['Q3492619', 'Q689141']"
N16493,"['Q18010946', 'Q38154474', 'Q1046951', 'Q86483']"
N63011,['Q62']
N2669,"['Q5983823', 'Q6736421', 'Q674950', 'Q387400']"
N37010,"['Q7396965', 'Q18013', 'Q1085749']"
N39735,['Q7259479']
N27338,"['Q320484', 'Q223522']"
N31604,"['Q990856', 'Q6661']"
N18718,"['Q1639719', 'Q1546', 'Q755999', 'Q11211', 'Q9212']"
N30411,['Q15631945']
N43538,"['Q18066863', 'Q219714', 'Q1345']"
N19571,"['Q7057945', 'Q153481', 'Q130838', 'Q6166516', 'Q54958752', 'Q42916022']"
N56227,"['Q24190322', 'Q715583']"
N44870,"['Q24809702', 'Q223511', 'Q1215884', 'Q276539']"
N7377,[]
N23816,"['Q183476', 'Q1296860']"
N31005,"['Q2766', 'Q94', 'Q86483']"
N51519,[]
N34860,"['Q739092', 'Q209479', 'Q1626077', 'Q1377913', 'Q721634', 'Q56099438']"
N53343,[]
N17879,"['Q1753080', 'Q966556', 'Q213205']"
N22374,"['Q221150', 'Q213837', 'Q223522', 'Q6952794']"
N15773,"['Q8565217', 'Q7456785', 'Q7951362']"
N58502,['Q312']
N64675,"['Q17066089', 'Q631194', 'Q1454', 'Q192152']"
N30539,"['Q191477', 'Q223527', 'Q7799408']"
N16132,"['Q2249117', 'Q108117', 'Q19079', 'Q3070']"
N19002,['Q748148']
N55770,['Q5359555']
N11660,"['Q1356627', 'Q650816']"
N27961,[]
N8919,[]
N29706,['Q490732']
N6517,"['Q320476', 'Q501758', 'Q19870887', 'Q27049307', 'Q16729645']"
N12592,"['Q1785225', 'Q3773752', 'Q47716', 'Q11668']"
N62349,['Q22686']
N43554,"['Q1370', 'Q21063790', 'Q1546', 'Q6528868', 'Q30']"
N2572,"['Q39709', 'Q23768']"
N10880,"['Q1522', 'Q30', 'Q724']"
N8669,[]
N31323,"['Q1491', 'Q373548', 'Q750', 'Q42410']"
N7947,[]
N46142,"['Q6779145', 'Q433682', 'Q481984', 'Q16957984']"
N19842,"['Q82496', 'Q1215884']"
N55252,['Q21005255']
N65067,"['Q6447103', 'Q212', 'Q6800087']"
N18653,['Q812']
N8482,"['Q1354960', 'Q2306275', 'Q19467', 'Q50602', 'Q459356']"
N24805,"['Q18511815', 'Q3411156']"
N56205,[]
N7635,['Q128244']
N30298,['Q21005255']
N41354,"['Q309350', 'Q7728691']"
N6485,"['Q7568257', 'Q960774']"
N36876,"['Q35041', 'Q2842604']"
N13121,"['Q3191485', 'Q49238', 'Q7957644', 'Q1027207']"
N30035,"['Q29468', 'Q13973', 'Q22686']"
N53406,"['Q96', 'Q99', 'Q98', 'Q178543', 'Q8092']"
N47038,[]
N34521,"['Q7502086', 'Q6327023', 'Q671458']"
N48613,"['Q35525', 'Q1922067', 'Q22686', 'Q12223', 'Q39259']"
N53533,['Q189177']
N45357,"['Q38726', 'Q943775', 'Q5963598']"
N3711,"['Q30113', 'Q5026364', 'Q4640127', 'Q16559']"
N53190,"['Q219714', 'Q27048973', 'Q24007338', 'Q3807426']"
N1771,"['Q213959', 'Q3156794', 'Q100']"
N15405,"['Q13759', 'Q1831242', 'Q6972311', 'Q19716893', 'Q7093850', 'Q216227', 'Q7861268']"
N45098,"['Q408', 'Q334526', 'Q20858586', 'Q2710368']"
N61404,['Q630866']
N32005,[]
N53018,"['Q206859', 'Q181185']"
N57507,"['Q1068013', 'Q5308142']"
N23975,"['Q1067636', 'Q397', 'Q16554']"
N2898,['Q6868552']
N31409,"['Q7816895', 'Q16148595']"
N63738,['Q484678']
N60461,"['Q5086', 'Q56022', 'Q16957', 'Q567']"
N57105,[]
N49617,[]
N35301,"['Q877897', 'Q29552', 'Q1588', 'Q22686']"
N22029,[]
N6677,"['Q944845', 'Q212654']"
N3747,"['Q1353941', 'Q2295812', 'Q735074', 'Q4935698', 'Q1385340', 'Q577698', 'Q6846296']"
N23686,"['Q1025065', 'Q460652']"
N6903,[]
N20526,"['Q3564690', 'Q2449106']"
N16232,"['Q1753080', 'Q1166']"
N45369,[]
N2551,[]
N30093,"['Q485536', 'Q1131020']"
N32260,['Q948043']
N38222,"['Q138089', 'Q20711111', 'Q162954']"
N38743,"['Q3518575', 'Q1391']"
N51737,"['Q145752', 'Q1741', 'Q755999', 'Q183', 'Q8037407']"
N18023,[]
N43604,"['Q19809', 'Q1182116']"
N20891,['Q494471']
N50975,['Q271805']
N38379,"['Q165529', 'Q132893', 'Q56809232', 'Q59656031']"
N10971,[]
N8265,['Q648501']
N27055,['Q36074']
N12517,['Q16875924']
N55142,"['Q1370', 'Q15501321', 'Q29552', 'Q530970', 'Q875637']"
N55609,[]
N40507,"['Q62', 'Q1320247']"
N31957,[]
N61185,['Q233085']
N21211,"['Q131371', 'Q169165', 'Q132893', 'Q21623063']"
N7892,"['Q35525', 'Q331401', 'Q22686', 'Q11668']"
N51201,"['Q5056870', 'Q7988973']"
N3331,"['Q604141', 'Q7122590', 'Q1514432', 'Q918673']"
N41136,"['Q29052', 'Q5262174', 'Q812']"
N11521,"['Q47460136', 'Q539259']"
N13437,"['Q43196', 'Q3342107', 'Q5120214']"
N55381,['Q48821']
N39203,"['Q7582332', 'Q1342', 'Q7978887', 'Q597']"
N52259,['Q4979695']
N23880,"['Q398141', 'Q1187391']"
N32408,['Q59656031']
N18635,"['Q848117', 'Q7061735']"
N21857,"['Q24004775', 'Q3564690', 'Q203078']"
N19348,['Q34086']
N37686,"['Q485172', 'Q5567883', 'Q7163267', 'Q6868253', 'Q206330', 'Q1640118', 'Q3491561']"
N25234,"['Q944845', 'Q39681']"
N439,"['Q48815789', 'Q1397', 'Q966906', 'Q16567', 'Q783033']"
N38665,['Q22909236']
N44777,"['Q29552', 'Q22686']"
N42486,[]
N2516,"['Q6460028', 'Q5335247']"
N36427,['Q271880']
N43579,['Q16568']
N46887,"['Q503308', 'Q335357']"
N28126,"['Q191477', 'Q193390', 'Q4621892', 'Q537679']"
N45498,"['Q1594352', 'Q19666923', 'Q223527', 'Q3323968', 'Q191477']"
N50537,"['Q49240', 'Q16552', 'Q19577747', 'Q1142830', 'Q19577981', 'Q755999']"
N12911,[]
N58176,"['Q94297', 'Q755309']"
N51432,[]
N32684,"['Q223527', 'Q219602', 'Q60215524', 'Q29642062']"
N47102,"['Q128109', 'Q169637', 'Q59547', 'Q8991894', 'Q20372160']"
N50185,"['Q324523', 'Q223522', 'Q431944']"
N7720,['Q1456']
N24678,"['Q48525', 'Q860051']"
N63192,"['Q2893738', 'Q737720', 'Q5103595']"
N19885,"['Q178093', 'Q1384']"
N54725,"['Q191477', 'Q46996878']"
N55944,"['Q1415887', 'Q1428']"
N1302,['Q62']
N59344,['Q785565']
N34488,"['Q503958', 'Q7619569']"
N23463,"['Q9617', 'Q17517177', 'Q6147586', 'Q9448', 'Q3229147', 'Q295610']"
N14739,"['Q732063', 'Q378527']"
N16206,"['Q16565', 'Q1454', 'Q213837', 'Q330120', 'Q1991889', 'Q650807']"
N45058,"['Q35525', 'Q7184', 'Q1922067', 'Q22686', 'Q39259']"
N15648,['Q6815811']
N28356,"['Q3191538', 'Q3191480', 'Q17077936']"
N14978,['Q490914']
N59032,[]
N61048,['Q2507175']
N43397,['Q16556']
N17831,['Q98']
N31959,"['Q49227', 'Q7515808']"
N37854,"['Q65', 'Q193692']"
N44641,"['Q5944264', 'Q19912790', 'Q275033', 'Q48340', 'Q186068', 'Q22686', 'Q6439744']"
N16293,['Q7098673']
N64916,['Q1588']
N43668,['Q2283']
N32890,[]
N5714,"['Q848117', 'Q3313306']"
N59606,['Q2218053']
N4552,"['Q2058889', 'Q1297']"
N32274,"['Q2579705', 'Q755999', 'Q30']"
N39136,"['Q2358', 'Q8740', 'Q1603', 'Q9212']"
N54033,"['Q7351228', 'Q1408']"
N56854,"['Q26405833', 'Q289678', 'Q3758515', 'Q786705', 'Q373983', 'Q221150', 'Q6182685']"
N34235,['Q104994']
N39240,"['Q7569408', 'Q28206829', 'Q7565547', 'Q1133193', 'Q7401525', 'Q5523664', 'Q5092806', 'Q7163987', 'Q1400', 'Q1649296']"
N42966,"['Q280658', 'Q3403879']"
N37203,"['Q2305329', 'Q754452', 'Q204627', 'Q6841333']"
N40510,"['Q61', 'Q34739']"
N42560,"['Q3439964', 'Q25999681']"
N46283,"['Q1141542', 'Q2462124', 'Q5314']"
N18057,[]
N26992,"['Q1215884', 'Q219602', 'Q4679094']"
N13887,['Q921469']
N38021,"['Q43380', 'Q1630304', 'Q54958752', 'Q907311', 'Q27903045']"
N44226,"['Q3224', 'Q390216', 'Q581879', 'Q19716893', 'Q1002140', 'Q7011777']"
N28947,['Q786']
N63776,"['Q212', 'Q30']"
N28899,"['Q1397', 'Q491516']"
N63735,"['Q22080720', 'Q724', 'Q1073891']"
N52629,['Q65039']
N52950,['Q2903803']
N50480,"['Q862711', 'Q1397', 'Q3564702']"
N25466,['Q756355']
N8455,"['Q16975151', 'Q816']"
N21473,"['Q485172', 'Q4025936', 'Q520357', 'Q230492', 'Q6837797']"
N18875,[]
N57221,[]
N18586,"['Q3154693', 'Q772596', 'Q51694']"
N58981,"['Q720027', 'Q6685652', 'Q30123202', 'Q4621892', 'Q204862', 'Q50099212', 'Q276539', 'Q193390', 'Q1215884', 'Q5569037']"
N56243,[]
N27888,"['Q1215884', 'Q219602', 'Q4679094']"
N22336,[]
N26559,['Q1066823']
N38754,[]
N44075,"['Q1647788', 'Q10993', 'Q15905139']"
N30080,['Q35525']
N16252,['Q99']
N51803,"['Q129478', 'Q2094335', 'Q13973', 'Q1235731', 'Q851510', 'Q16211592', 'Q22686', 'Q311269']"
N10788,"['Q37158', 'Q1373493', 'Q3316206']"
N31500,['Q2745589']
N33802,['Q623268']
N16154,"['Q30141529', 'Q13361286']"
N41220,"['Q2335420', 'Q183476', 'Q1212']"
N27745,"['Q49238', 'Q1321380', 'Q4828300', 'Q5458574', 'Q1454', 'Q7700206']"
N62833,"['Q1166', 'Q2486017', 'Q167155', 'Q7997283']"
N24693,['Q1342']
N21753,"['Q35525', 'Q22686', 'Q1235731']"
N3935,"['Q2743', 'Q12211248', 'Q235065']"
N51431,"['Q204862', 'Q594428']"
N38641,['Q941855']
N13347,"['Q212', 'Q6762913', 'Q22686', 'Q30']"
N40430,[]
N45421,"['Q83440', 'Q23197', 'Q1137234']"
N47639,"['Q29468', 'Q1588', 'Q22686', 'Q6221385']"
N43772,"['Q622747', 'Q320484', 'Q2761505']"
N56892,"['Q8021836', 'Q5461626']"
N15899,"['Q43', 'Q1922067', 'Q22686', 'Q858', 'Q338067', 'Q39259']"
N42017,"['Q2504354', 'Q5061062', 'Q410377', 'Q51689']"
N33237,"['Q1297', 'Q213717', 'Q186545', 'Q24460']"
N4158,"['Q1109433', 'Q3305843']"
N18914,"['Q650807', 'Q4874596', 'Q7669786']"
N22378,"['Q30123198', 'Q27832713', 'Q224164']"
N63398,['Q61']
N47280,"['Q30', 'Q204711']"
N15631,"['Q28005470', 'Q30', 'Q145']"
N39267,"['Q170581', 'Q66096', 'Q912994']"
N58471,"['Q1456', 'Q756355', 'Q1984097']"
N2884,"['Q29468', 'Q29552']"
N64378,"['Q889130', 'Q271880']"
N4662,['Q434706']
N51456,"['Q158888', 'Q28127106']"
N219,"['Q108093', 'Q1553390']"
N32030,"['Q26676', 'Q16555', 'Q30']"
N48974,"['Q311374', 'Q204627']"
N9528,"['Q167253', 'Q21066254', 'Q166105', 'Q7011384']"
N49087,"['Q18921924', 'Q320476']"
N1555,"['Q7241836', 'Q223511']"
N48795,"['Q5251487', 'Q17004294']"
N57151,[]
N54911,"['Q31683', 'Q129041', 'Q36159', 'Q167253', 'Q155223', 'Q121783']"
N25591,"['Q202387', 'Q3070246']"
N128,"['Q206464', 'Q251868']"
N5260,[]
N39066,['Q1581']
N56494,['Q6736485']
N41866,"['Q5695170', 'Q1075514']"
N30897,"['Q108131', 'Q99', 'Q5020471', 'Q7397001']"
N45449,"['Q2742709', 'Q206859']"
N28968,"['Q846570', 'Q571', 'Q56155', 'Q2954009', 'Q37156']"
N13770,"['Q193390', 'Q720027', 'Q276539']"
N62059,"['Q509255', 'Q49163']"
N11287,"['Q49221', 'Q744530', 'Q997395', 'Q120649', 'Q816']"
N6504,['Q41819']
N14954,"['Q7127981', 'Q1434998']"
N2764,"['Q490595', 'Q63327']"
N37484,"['Q186471', 'Q1454', 'Q815817', 'Q41087', 'Q2632934', 'Q264979']"
N47869,['Q55607325']
N25639,['Q19665978']
N24607,"['Q6383801', 'Q12418', 'Q19675', 'Q90', 'Q762']"
N50452,['Q1408']
N18136,"['Q148', 'Q956']"
N22373,"['Q5131553', 'Q56651173']"
N12354,['Q18419']
N58540,"['Q191477', 'Q16212482', 'Q223527', 'Q371118']"
N14532,"['Q6136509', 'Q919177']"
N618,['Q1235731']
N18371,"['Q459102', 'Q48742420', 'Q816']"
N56691,"['Q7567568', 'Q1408', 'Q913887']"
N63824,"['Q16555', 'Q213115', 'Q1254160']"
N30819,['Q58712']
N21376,"['Q408114', 'Q755999', 'Q1066823', 'Q16559']"
N34495,"['Q207601', 'Q203223', 'Q55669660']"
N46789,['Q521931']
N41596,"['Q191477', 'Q18207047', 'Q19666923', 'Q223527']"
N4797,['Q214861']
N42941,['Q221878']
N4907,"['Q224164', 'Q320476', 'Q968798', 'Q4573967', 'Q1215884', 'Q1714356']"
N34304,"['Q31164', 'Q204862', 'Q188307']"
N33755,['Q6952928']
N5369,['Q18426']
N11183,"['Q6952928', 'Q22007345', 'Q6837794', 'Q1166']"
N14184,['Q610120']
N50601,['Q30']
N11569,"['Q31', 'Q408', 'Q84', 'Q90', 'Q668', 'Q61', 'Q183']"
N13668,[]
N59845,"['Q212', 'Q16499823', 'Q30']"
N8993,['Q223507']
N36757,['Q21621315']
N35822,['Q271805']
N14268,"['Q1368788', 'Q1527']"
N17381,"['Q6460028', 'Q22686']"
N52806,[]
N37609,[]
N61299,"['Q7143356', 'Q233929', 'Q209479', 'Q1626077', 'Q1803538']"
N18317,['Q6148929']
N15344,"['Q272059', 'Q16234568', 'Q22077997']"
N36679,['Q49219']
N43869,"['Q732063', 'Q41323', 'Q492318', 'Q1521725']"
N53461,['Q204711']
N48326,"['Q1088765', 'Q15631945']"
N59867,"['Q99', 'Q30']"
N43316,[]
N57833,"['Q1111640', 'Q6681786']"
N44164,"['Q733737', 'Q20745111', 'Q223527', 'Q21623011', 'Q1100756', 'Q918224', 'Q191477', 'Q19877775', 'Q52261951']"
N1327,[]
N54527,['Q47195']
N5610,"['Q16568', 'Q5303468']"
N15576,['Q6346']
N11544,"['Q1163715', 'Q670376', 'Q8049780']"
N18142,"['Q816579', 'Q46896', 'Q266613']"
N26285,[]
N31438,"['Q20856817', 'Q266611', 'Q30', 'Q168756']"
N15722,[]
N16904,['Q49255']
N43570,['Q262708']
N24848,"['Q35525', 'Q1546', 'Q359442', 'Q55223040', 'Q22686']"
N50071,"['Q1759320', 'Q6682069', 'Q17035148', 'Q16739']"
N26128,"['Q1771031', 'Q860447', 'Q180481', 'Q1180770', 'Q1186189']"
N62586,[]
N34921,"['Q7414', 'Q54958752', 'Q1630304', 'Q907311']"
N38901,"['Q186', 'Q9288', 'Q499767', 'Q918', 'Q6180355']"
N11909,"['Q351092', 'Q193753']"
N31645,['Q36010658']
N41717,"['Q5389', 'Q201517']"
N16785,"['Q1145696', 'Q3090378', 'Q30121858', 'Q15946610', 'Q462481', 'Q1514249', 'Q16206952']"
N54124,"['Q1008072', 'Q725373', 'Q27926052', 'Q1154724', 'Q858082', 'Q692417']"
N18284,['Q650865']
N35443,"['Q729478', 'Q2465468', 'Q1634115']"
N9049,"['Q30682397', 'Q29468', 'Q715156', 'Q7358961', 'Q22686']"
N55652,['Q982550']
N12624,"['Q6193654', 'Q7949446']"
N46338,"['Q205973', 'Q206297', 'Q139846', 'Q1951', 'Q3366271', 'Q715578', 'Q2096', 'Q13581457', 'Q2806736', 'Q15012236']"
N49086,"['Q131371', 'Q19844712']"
N12199,['Q254979']
N4633,"['Q202833', 'Q42220448', 'Q186068', 'Q209330', 'Q13974']"
N3093,"['Q3191485', 'Q7957644']"
N12511,['Q22212']
N2536,"['Q7889977', 'Q6784247', 'Q11701', 'Q29552', 'Q2344921', 'Q22686']"
N10010,"['Q38022', 'Q211369']"
N7491,[]
N763,['Q1509333']
N24604,"['Q191477', 'Q3651347', 'Q2426244', 'Q14709508']"
N50650,[]
N65136,['Q28856068']
N42028,"['Q7414', 'Q50345105']"
N62902,"['Q2028144', 'Q3067058', 'Q4268', 'Q61']"
N10316,"['Q82496', 'Q1265728', 'Q1215884', 'Q223511']"
N23731,['Q337377']
N58940,"['Q54229562', 'Q1788657']"
N27342,"['Q7949690', 'Q1428', 'Q486633', 'Q3261359']"
N49139,"['Q1454', 'Q631194', 'Q631186', 'Q502257']"
N42533,"['Q1588', 'Q864007']"
N52905,"['Q52152', 'Q2', 'Q23548']"
N9340,[]
N25471,['Q4235']
N58446,[]
N53587,['Q3267790']
N37198,['Q690991']
N25380,"['Q223527', 'Q191477']"
N16549,['Q771']
N64190,"['Q1065', 'Q22686', 'Q21707860']"
N28686,"['Q61381', 'Q79438', 'Q1612', 'Q7707345']"
N50804,['Q223243']
N29586,['Q39709']
N13114,[]
N61991,"['Q16930465', 'Q193390', 'Q18638005']"
N11302,"['Q1024445', 'Q66']"
N29789,"['Q161345', 'Q755999', 'Q167253', 'Q7707904', 'Q1439']"
N38116,['Q3503744']
N7093,['Q1359006']
N58263,"['Q1439', 'Q731804']"
N48100,"['Q223527', 'Q191477']"
N9073,[]
N11553,"['Q2249117', 'Q376835', 'Q747509', 'Q662252', 'Q927122', 'Q399994']"
N10134,"['Q27926052', 'Q55638110', 'Q56043254', 'Q594227', 'Q49255', 'Q650865']"
N14926,"['Q40993', 'Q27415']"
N28582,"['Q976396', 'Q973121', 'Q172339']"
N31286,"['Q136678', 'Q318389', 'Q6738142']"
N3568,['Q60']
N26118,"['Q16568', 'Q325427', 'Q436638', 'Q17022720', 'Q48834680']"
N3643,"['Q1059534', 'Q17031985', 'Q22096638', 'Q37043', 'Q488874', 'Q84129', 'Q7565531']"
N39570,"['Q95', 'Q27096258']"
N19727,"['Q131364', 'Q14834367', 'Q132893']"
N13899,"['Q27809653', 'Q5251504']"
N12695,"['Q309331', 'Q7080876', 'Q186215']"
N11144,"['Q3363884', 'Q6843071']"
N12641,['Q6118028']
N27051,"['Q41087', 'Q7286878', 'Q6815825']"
N39537,[]
N20020,[]
N3300,[]
N43053,"['Q172435', 'Q324523', 'Q320484', 'Q39681', 'Q82496', 'Q6758302', 'Q1215884']"
N53620,"['Q159', 'Q715156', 'Q40469', 'Q22686', 'Q42429771']"
N42797,"['Q1142586', 'Q3564859', 'Q12439', 'Q1166']"
N27284,['Q975']
N64158,"['Q52698344', 'Q60841855', 'Q913389', 'Q129286', 'Q235065', 'Q1430068']"
N52513,[]
N6406,"['Q5226211', 'Q5407169', 'Q5181916', 'Q7163652']"
N12039,"['Q6528049', 'Q28134593', 'Q62', 'Q5092812', 'Q3343204']"
N61286,[]
N23835,"['Q23302330', 'Q5453039', 'Q182832', 'Q5303571']"
N16682,"['Q212', 'Q789915', 'Q46', 'Q22686', 'Q6294', 'Q11211', 'Q6279']"
N29852,['Q1166']
N23277,['Q1233173']
N15909,"['Q57703100', 'Q233929', 'Q2707177', 'Q4839009', 'Q721634']"
N28854,"['Q1166', 'Q871265', 'Q6767270']"
N58527,"['Q131364', 'Q132893']"
N7715,"['Q5096299', 'Q37937', 'Q5185750', 'Q1585088']"
N53067,"['Q848117', 'Q721948']"
N51133,['Q79925']
N63154,"['Q584819', 'Q84']"
N58155,"['Q15678788', 'Q30', 'Q181114']"
N5904,"['Q739092', 'Q1803538', 'Q2707177', 'Q1377913']"
N8701,"['Q223507', 'Q1261', 'Q991177', 'Q432931', 'Q40469', 'Q1215884', 'Q7924787', 'Q27048977', 'Q337758']"
N4701,"['Q1533983', 'Q1132588', 'Q7816484', 'Q913276']"
N4635,[]
N8405,"['Q271805', 'Q1391']"
N47257,[]
N7868,"['Q355', 'Q7907936']"
N1518,"['Q1384', 'Q7923613', 'Q24313', 'Q22686', 'Q216344']"
N7383,"['Q1064791', 'Q656533', 'Q194126', 'Q772640', 'Q606201', 'Q948963', 'Q208652']"
N56314,"['Q128471', 'Q16931625']"
N13044,[]
N35099,"['Q223522', 'Q1215884', 'Q2224610']"
N50280,['Q5092']
N27134,[]
N15448,"['Q5973301', 'Q1658460', 'Q750', 'Q25859']"
N21261,"['Q488690', 'Q7949648', 'Q1182944']"
N9401,['Q463436']
N42003,['Q40469']
N49491,"['Q82496', 'Q1215884']"
N64703,"['Q190618', 'Q18638005', 'Q1153176']"
N21581,"['Q23772419', 'Q5162259']"
N9410,"['Q43401289', 'Q42220769', 'Q1136370', 'Q30688189', 'Q60776367']"
N2446,"['Q193390', 'Q596953', 'Q1345']"
N29011,"['Q118483', 'Q5373728', 'Q510034', 'Q48340', 'Q23685']"
N40723,['Q1166']
N25964,"['Q29608148', 'Q272059', 'Q27063457', 'Q280658', 'Q336286']"
N43117,"['Q3191538', 'Q184170', 'Q3290452', 'Q728206']"
N1250,['Q7567464']
N26270,"['Q446094', 'Q30', 'Q1141363', 'Q724']"
N57112,"['Q1337818', 'Q1809448', 'Q27676067', 'Q3884']"
N4675,"['Q1809448', 'Q715583', 'Q125054', 'Q483551', 'Q688825', 'Q13959']"
N9916,"['Q153251', 'Q9630', 'Q7278627']"
N47844,['Q15787']
N1140,"['Q193390', 'Q15633579', 'Q313381', 'Q219714']"
N40959,[]
N64946,"['Q869', 'Q40464']"
N17814,['Q5557977']
N6743,"['Q2636981', 'Q461063', 'Q1197928']"
N29492,['Q99']
N22317,['Q924675']
N48601,"['Q27048977', 'Q1663627']"
N23897,"['Q4631551', 'Q7011777', 'Q11995']"
N234,"['Q490737', 'Q8536775']"
N5518,"['Q3564702', 'Q7057945', 'Q37320']"
N40296,"['Q27809653', 'Q18639742', 'Q2262244']"
N38699,"['Q7987397', 'Q18432', 'Q7625093']"
N10380,[]
N28924,['Q223522']
N28979,[]
N34103,"['Q2060485', 'Q39681', 'Q223511']"
N19259,"['Q29552', 'Q22686', 'Q816843', 'Q672919']"
N15244,"['Q739711', 'Q744038', 'Q1406', 'Q1414510', 'Q94']"
N31207,['Q58024']
N4428,"['Q22649', 'Q38']"
N13837,"['Q1588', 'Q864007']"
N35232,['Q4268']
N21528,['Q736834']
N27973,"['Q28111', 'Q7137461']"
N48137,"['Q16563', 'Q1509', 'Q2503436']"
N5782,"['Q42224127', 'Q1137234']"
N12923,"['Q1144389', 'Q2262385', 'Q202210']"
N41946,"['Q223527', 'Q18207047', 'Q786705', 'Q1215884']"
N55309,"['Q7888194', 'Q18205126', 'Q318471', 'Q61651140', 'Q9630']"
N64639,['Q84']
N15404,"['Q1920360', 'Q23157', 'Q145']"
N11373,"['Q1379733', 'Q5251504']"
N14637,['Q491132']
N53525,"['Q339724', 'Q17054920']"
N19893,"['Q944845', 'Q212654']"
N41125,"['Q577698', 'Q632511']"
N5582,[]
N41031,"['Q7565547', 'Q7401525', 'Q1397', 'Q16567', 'Q1400']"
N35336,"['Q22212', 'Q6294']"
N52242,"['Q172435', 'Q460173', 'Q272059', 'Q320484', 'Q204862', 'Q221878', 'Q7579939', 'Q221150', 'Q1215884', 'Q1088765', 'Q223522', 'Q337758']"
N19041,['Q153417']
N25172,['Q826751']
N40793,"['Q6392428', 'Q2329080']"
N51623,"['Q1637912', 'Q189511', 'Q1142586']"
N29973,['Q49255']
N24882,['Q12439']
N2066,[]
N28103,"['Q3130', 'Q408']"
N58875,"['Q16729645', 'Q19870887', 'Q320476']"
N54538,"['Q5504038', 'Q1546', 'Q729478', 'Q1192370', 'Q1537']"
N5324,"['Q352093', 'Q1166157', 'Q781176']"
N14075,[]
N59082,"['Q572134', 'Q162954']"
N55061,"['Q5251504', 'Q7172339', 'Q2877626', 'Q11201', 'Q22686']"
N20623,"['Q755999', 'Q8740']"
N12891,['Q692417']
N18810,"['Q1784748', 'Q1125149']"
N47720,['Q18643692']
N27205,['Q49221']
